#"+ESI Scan:1 (rt: 2.360-2.565 min, 13 scans) Frag=150.0V AIF_oxycodone_0_30_60_Nitrogen_10 ppm.d "
#Point,X(Thomsons),Y(Counts)
0,228.1964,3410.224609375
1,314.1409,5702.50732421875
2,316.1577,251705.53125
3,317.1601,50395.35546875
4,318.1620,6808.70849609375
5,331.1663,3953.103515625
6,332.1558,3916.708984375
