#"+ESI Scan:1 (rt: 1.556-1.744 min, 12 scans) Frag=150.0V AIF_oxycodone_0_30_60_Nitrogen_10 ppm.d "
#Point,X(Thomsons),Y(Counts)
0,152.1293,1377.29919433594
1,228.1968,2171.81005859375
2,314.1407,3077.09497070313
3,316.1572,126334.78125
4,317.1599,23821.32421875
5,318.1623,3246.83837890625
6,331.1671,2764.93090820313
7,332.1571,1925.95153808594
