#"+ESI Scan:1 (rt: 3.575-3.763 min, 12 scans) Frag=150.0V AIF_oxycodone_10 ppm_0_30_60_nitrogen.d "
#Point,X(Thomsons),Y(Counts)
0,228.1958,3641.44580078125
1,314.1382,4882.578125
2,315.1443,2680.07763671875
3,316.1554,245779.234375
4,317.1576,51185.921875
5,318.1598,7227.6240234375
6,331.1634,2942.3671875
7,332.1519,4452.12451171875
