#"+ESI Scan:1 (rt: 3.284-3.455 min, 11 scans) Frag=150.0V AIF_oxycodone_10 ppm_0_30_60_helium.d "
#Point,X(Thomsons),Y(Counts)
0,228.1948,12065.05078125
1,314.1375,26395.23828125
2,315.1441,16501.072265625
3,316.1543,1198831.375
4,317.1584,237465.78125
5,318.1593,34682.71875
6,333.1571,13862.2900390625
7,364.1383,13415.6025390625
