#"+ESI Scan:1 (rt: 2.036-2.190 min, 10 scans) Frag=150.0V AIF_oxycodone_0_30_60_Helium_10 ppm.d "
#Point,X(Thomsons),Y(Counts)
0,228.1969,28744.986328125
1,314.1405,46338.83203125
2,315.1469,27628.99609375
3,316.1575,2111562.5
4,317.1608,445039.375
5,318.1624,62211.3046875
6,333.1619,24180.78125
7,364.1414,22011.974609375
