#"+ESI Scan:1 (rt: 2.532-2.720 min, 12 scans) Frag=150.0V AIF_oxycodone_10 ppm_0_30_60_helium.d "
#Point,X(Thomsons),Y(Counts)
0,314.1376,20897.6953125
1,315.1444,14983.4453125
2,316.1540,1350054.25
3,317.1579,267528.0625
4,318.1596,38249.83984375
