#"+ESI Scan:2 (rt: 3.342-3.513 min, 11 scans) Frag=150.0V CID@30.0 AIF_oxycodone_10 ppm_0_30_60_helium.d "
#Point,X(Thomsons),Y(Counts)
0,187.0744,25169.75390625
1,241.1078,81095.0625
2,242.1118,15773.517578125
3,256.1324,78852.5234375
4,298.1436,333111.84375
5,299.1464,67931.765625
6,314.1378,26313.412109375
7,316.1540,1544217
8,317.1577,311751.90625
9,318.1595,43071.14453125
