#"+ESI Scan:2 (rt: 2.024-2.195 min, 11 scans) Frag=150.0V CID@30.0 AIF_oxycodone_0_30_60_Helium_10 ppm.d "
#Point,X(Thomsons),Y(Counts)
0,70.0672,21908.71484375
1,187.0766,31385.8984375
2,241.1106,100354.2890625
3,256.1351,95288.890625
4,298.1468,393737.65625
5,299.1491,79923.8046875
6,310.2763,68345.046875
7,314.1405,47491.76171875
8,316.1576,1990354.25
9,317.1607,439939.4375
10,318.1626,61169.41015625
11,420.0288,41398.546875
