#"+ESI Scan:2 (rt: 1.990-2.144 min, 10 scans) Frag=150.0V CID@30.0 AIF_oxycodone_10 ppm_0_30_60_helium.d "
#Point,X(Thomsons),Y(Counts)
0,187.0743,27734.01953125
1,221.1092,17454.171875
2,241.1078,89092.3984375
3,242.1116,17194.08203125
4,256.1323,88380.5078125
5,298.1436,361043.8125
6,299.1463,74733.8203125
7,314.1377,30699.513671875
8,316.1538,1690930.75
9,317.1576,344970.28125
10,318.1595,47120.1953125
