#"+ESI Scan:3 (rt: 3.022-3.210 min, 12 scans) Frag=150.0V CID@60.0 AIF_oxycodone_10 ppm_0_30_60_nitrogen.d "
#Point,X(Thomsons),Y(Counts)
0,42.0354,1206.28173828125
1,43.0547,1000.60906982422
2,44.0517,751.942932128906
3,55.0189,649.134582519531
4,55.0551,1614.10668945313
5,57.0703,1080.7978515625
6,58.0663,530.483093261719
7,62.0242,1457.99072265625
8,67.0546,994.780456542969
9,69.0704,519.942260742188
10,70.0657,1132.52966308594
11,71.0862,434.910308837891
12,79.0537,578.735290527344
13,81.0701,1057.74340820313
14,91.0544,792.251831054688
15,94.0647,1349.95483398438
16,95.0829,722.873413085938
17,103.0535,658.0283203125
18,108.0789,491.551605224609
19,115.0542,1829.58178710938
20,116.0593,557.204406738281
21,117.0644,450.893585205078
22,127.0529,568.007873535156
23,128.0620,1532.28002929688
24,129.0684,1285.71447753906
25,130.0688,491.238403320313
26,131.0523,1626.19445800781
27,132.0663,1954.56762695313
28,141.0693,2139.91552734375
29,142.0738,700.734130859375
30,144.0609,1370.4775390625
31,145.0640,549.601135253906
32,146.0354,575.088256835938
33,146.0658,410.748077392578
34,152.0614,1635.73425292969
35,153.0690,3414.28637695313
36,154.0733,1077.3330078125
37,155.0739,1303.86328125
38,156.0671,562.925964355469
39,157.0710,693.33544921875
40,158.0772,661.5322265625
41,159.0716,1102.35485839844
42,160.0615,1408.17431640625
43,161.0674,637.576416015625
44,165.0691,1527.27136230469
45,166.0722,654.387573242188
46,167.0794,1082.39721679688
47,168.0769,1968.99291992188
48,169.0841,3099.95068359375
49,170.0907,2012.44006347656
50,171.0819,1116.50756835938
51,172.0696,722.407165527344
52,175.0743,3091.21728515625
53,176.0761,457.069580078125
54,178.0776,673.174621582031
55,179.0832,534.708190917969
56,180.0800,785.134704589844
57,181.0850,5888.7724609375
58,182.0898,2226.34301757813
59,183.0733,1663.21008300781
60,184.0746,1576.7080078125
61,185.0694,858.326293945313
62,187.0750,1161.50244140625
63,194.0931,1111.39038085938
64,195.0888,874.343017578125
65,196.0836,1166.31372070313
66,197.0821,3528.30615234375
67,198.0886,4612.79345703125
68,199.0807,2038.66125488281
69,200.0832,539.489440917969
70,207.0756,407.656799316406
71,208.0861,573.710754394531
72,209.0805,597.129516601563
73,210.0878,1591.31640625
74,211.0799,1676.52807617188
75,212.1058,10697.1318359375
76,213.1055,3163.6416015625
77,214.0948,778.122802734375
78,221.0844,504.223602294922
79,222.0903,742.213134765625
80,223.0894,581.971252441406
81,224.1030,1160.47277832031
82,225.0867,1615.32202148438
83,226.0864,5175
84,227.0940,1372.24389648438
85,228.1060,568.647033691406
86,238.0940,806.181396484375
87,239.0938,824.439819335938
88,240.1002,2768.62841796875
89,241.1080,4610.10107421875
90,242.1129,906.989685058594
91,254.1134,733.380249023438
92,255.1068,407.973327636719
93,256.1326,2390.84594726563
94,257.1332,538.858337402344
95,264.1002,414.096618652344
96,298.1438,7688.26611328125
97,299.1472,1491.51672363281
98,316.1539,1580.40734863281
99,376.0382,484.320526123047
