#"+ESI Scan:3 (rt: 1.584-1.738 min, 10 scans) Frag=150.0V CID@60.0 AIF_oxycodone_0_30_60_Nitrogen_10 ppm.d "
#Point,X(Thomsons),Y(Counts)
0,42.0356,1420.81518554688
1,44.0519,504.28125
2,55.0202,567.481323242188
3,55.0546,478.203125
4,57.0716,828.318237304688
5,58.0678,860.067016601563
6,62.0259,1357.693359375
7,67.0561,1032.29846191406
8,70.0667,1144.80981445313
9,71.0515,418.627990722656
10,71.0868,521.912170410156
11,79.0559,507.371856689453
12,81.0705,877.841857910156
13,91.0556,534.5078125
14,94.0664,1364.77270507813
15,95.0863,684.886291503906
16,103.0551,626.464172363281
17,104.0655,355.982818603516
18,105.0707,397.599914550781
19,115.0550,1556.62646484375
20,116.0615,599.056518554688
21,127.0554,680.011474609375
22,128.0632,1410.54077148438
23,129.0699,1015.93060302734
24,131.0551,1475.63500976563
25,132.0680,1536.47570800781
26,133.0713,488.13916015625
27,141.0710,1754.34985351563
28,142.0749,451.847076416016
29,144.0609,1148.57458496094
30,145.0680,455.771240234375
31,146.0436,421.553680419922
32,152.0634,1571.29260253906
33,153.0708,2725.35327148438
34,154.0756,974.698059082031
35,155.0770,961.884155273438
36,156.0700,360.374389648438
37,157.0692,520.79052734375
38,158.0742,633.000427246094
39,159.0708,1052.35400390625
40,160.0621,1244.94201660156
41,161.0730,485.386657714844
42,165.0712,1335.17822265625
43,166.0752,507.283172607422
44,167.0815,960.3369140625
45,168.0782,1496.37866210938
46,169.0870,2251.578125
47,170.0945,1834.42004394531
48,171.0836,874.394409179688
49,172.0759,718.919067382813
50,173.0802,399.514221191406
51,174.0883,394.566589355469
52,175.0768,2659.16137695313
53,176.0779,435.716827392578
54,178.0795,538.779235839844
55,179.0859,558.106262207031
56,180.0835,646.75390625
57,181.0869,4349.89697265625
58,182.0912,1818.86450195313
59,183.0750,1280.77526855469
60,184.0810,1276.39282226563
61,185.0715,783.559509277344
62,187.0764,1084.24938964844
63,194.0959,944.576110839844
64,195.0913,708.048217773438
65,196.0895,933.71533203125
66,197.0843,2975.06665039063
67,198.0907,3529.60131835938
68,199.0822,1863.70629882813
69,200.0852,496.514862060547
70,202.0878,444.451080322266
71,208.0886,400.050750732422
72,209.0820,545.558349609375
73,210.0889,1479.78332519531
74,211.0848,1349.39196777344
75,212.1081,9276.7080078125
76,213.1092,2989.54833984375
77,214.0970,608.798706054688
78,215.1024,435.620635986328
79,222.0930,655.365539550781
80,223.0920,456.560028076172
81,224.1045,1132.30126953125
82,225.0881,1559.73095703125
83,226.0884,4897.4560546875
84,227.0957,1338.953125
85,228.1065,578.735412597656
86,238.1011,545.793334960938
87,239.0975,808.771057128906
88,240.1034,2553.9482421875
89,241.1102,4727.255859375
90,242.1148,954.680847167969
91,254.1168,815.904357910156
92,256.1349,2229.8046875
93,257.1351,391.480133056641
94,298.1457,6020.75390625
95,299.1481,1332.30883789063
96,314.1394,370.172454833984
97,316.1561,2046.51257324219
98,317.1606,368.681457519531
99,376.0390,430.019989013672
